bookID,title,authors,rating,num_pages,year,
6859,Only the Ring Finger Knows: The Lonely Ring Finger (Only the Ring Finger Knows  #1),Mark O'Shea/Tim Halliday/Jonathan Metcalf,4.04,351,2004,
6860,The Rings of Saturn,Mark Rothko/Miguel López-Remiro,4.04,351,2004,
6861,Only the Ring Finger Knows,Mark S. Smith/Patrick D. Miller,4.04,351,2004,
6862,The Ring  Volume 1,Mark Shepard,4.04,351,2004,
6863,The Road To War  1933 39,Mark Smylie,4.04,351,2004,
6864,The Drifting Classroom  Vol. 5 (Drifting Classroom),Mark Smylie,4.04,351,2004,
6865,The Drifting Classroom  Vol. 1,Mark Stevens/Annalyn Swan,4.04,351,2004,
6866,The Drifting Classroom  Vol. 6 (The Drifting Classroom),Mark Steyn,4.04,351,2004,
6867,The Drifting Classroom  Vol. 7 (The Drifting Classroom),Mark T. Conard/Aeon J. Skoble/Tom Morris/William Irwin,4.04,351,2004,
6868,The Drifting Classroom  Vol. 2 (Drifting Classroom),Mark Twain,4.04,351,2004,
6869,The Drifting Classroom  Vol. 4 (Drifting Classroom),Mark Twain,4.04,351,2004,
6870,The Franco-Prussian War,Mark Twain,4.04,351,2004,
6871,My Uncle Napoleon,Mark Twain/Bernard DeVoto/Henry Nash Smith,4.04,351,2004,
6872,Hadji Murad,Mark Twain/Charles Neider,4.04,351,2004,
6873,Shahnameh: The Persian Book of Kings,Mark Twain/Charles Neider,4.04,351,2004,
6874,Killer 7 Official Strategy Guide,Mark Twain/Charles Neider,4.04,351,2004,
6875,Castlevania: Curse of Darkness Official Strategy Guide,Mark Twain/Dave Eggers,4.04,351,2004,
6876,World of Warcraft Atlas,Mark Twain/David Lionel Smith/Sherley Anne Williams,4.04,352,2004,
6877,Manhunt Official Strategy Guide,Mark Twain/E.W. Kemble,4.04,352,2004,
6878,The Road to Jerusalem (The Knight Templar  #1),Mark Twain/George Saunders,4.04,352,2004,
6879,Buddhism: A Concise Introduction,Mark Twain/Grover Gardner,4.04,352,2004,
6880,Cleansing the Doors of Perception: The Religious Significance of Entheogenic Plants and Chemicals,Mark Twain/Guy Cardwell/John Seelye,4.04,352,2004,
6881,I'll Be Home Before Midnight and I Won't Get Pregnant,Mark Twain/Guy Cardwell/John Seelye/Walter Trier,4.04,352,2004,
6882,Beneath the Wheel,Mark Twain/Guy Cardwell/Louis J. Budd,4.04,352,2004,
6883,Love Mode  Vol. 3,Mark Twain/Henry B. Wonham,4.04,352,2004,
6884,Love Mode  Vol. 1,Mark Twain/Lee Nelson,4.04,352,2004,
6885,Love Mode  Vol. 5,Mark Twain/Lin Salamo/Victor Fischer/Michael B. Frank,4.04,352,2004,
6886,Love Mode  Vol. 2,Mark Twain/Louis J. Budd,4.04,352,2004,
6887,Love Mode  Vol. 6,Mark Twain/Louis J. Budd,4.04,352,2004,
6888,Balzac And The Little Chinese Seamstress,Mark Twain/Michael J. Kiskis,4.04,352,2004,
6889,Lost Illusions (La Comédie Humaine),Mark Twain/Michael Patrick Hearn/E.W. Kemble,4.04,352,2004,
6890,The Black Sheep,Mark Twain/Michael Prichard,4.04,352,2004,
6891,A Harlot High and Low,Mark Twain/Paul Baender/Dahlia Armon/Walter Blair,4.04,352,2004,
6892,The Unknown Masterpiece,Mark Twain/Peter Coveney,4.04,352,2004,
6893,The Girl With The Golden Eyes,Mark Twain/Richard P. Wasowski,4.04,352,2004,
6894,Le Chef-D'Œuvre Inconnu,Mark Twain/Scott McKowen,4.04,352,2004,
6895,Cousin Pons,Mark Twain/Scott McKowen/Arthur Pober,4.04,352,2004,
6896,The Medium is the Massage,Mark Twain/Shelly Fisher Fishkin,4.04,352,2004,
6897,Essential McLuhan,Mark Twain/Susan K. Harris,4.04,352,2004,
6898,Understanding Media: The Extensions of Man,Mark Vonnegut/Kurt Vonnegut Jr.,4.04,352,2004,
6899,The Best American Sports Writing 2006,Mark Waid/Alex Ross/Elliot S. Maggin,4.04,352,2004,
6900,Kinfolk,Mark Waid/Mike Wieringo,4.04,352,2004,
6901,Pearl S. Buck: A Cultural Biography,Mark Waid/Mike Wieringo/Howard Porter,4.04,352,2004,
6902,The Mother,Mark Waid/Oscar Jimenez/Humberto Ramos/José Marzán Jr./Wayne Faucher,4.04,352,2004,
6903,Glamorama,Mark Waid/Paco Medina,4.04,352,2004,
6904,Glamorama,Mark Waid/Scott Peterson/Howard Porter/Dennis Janke/Phil Jimenez/J.H. Williams III/John Stokes/Mick Gray/Dan           Green,4.04,352,2004,
6905,Bright Lights  Big Ass,Mark Wigan,4.04,352,2004,
6906,Morrigan's Cross (Circle Trilogy  #1),Mark Yarnell/Rene Reid Yarnell/Richard  Poe,4.04,352,2004,
6907,Rebellion (The MacGregors  #0.1),Mark Z. Danielewski,4.04,352,2004,
6908,Dream Makers: Untamed / Less of a Stranger,Mark Z. Danielewski,4.04,352,2004,
6909,Spellbound (Once Upon  #1),Mark Z. Danielewski,4.04,352,2004,
6910,Angels Fall,Mark Z. Danielewski/Christophe Claro,4.04,352,2004,
6911,True Betrayals / Montana Sky / Sanctuary,Mark Zwonitzer/Charles Hirshberg,4.04,352,2004,
6912,First Impressions,Markus Zusak,4.04,352,2004,
6913,Public Secrets,Markus Zusak,4.04,352,2004,
6914,The MacGregors: Serena & Caine (The MacGregors  #1 -2),Markus Zusak/Cao Xuân Việt Khương,4.04,352,2004,
6915,The MacGregors: Alan & Grant (The MacGregors  #3-4),Markus Zusak/Emmanuel Pailler,4.04,352,2004,
6916,Kissing in Manhattan,Markus Zusak/Stig Wemyss,4.04,352,2004,
6917,Making Democracy Work: Civic Traditions in Modern Italy,Marlene Targ Brill/Lerner Publishing Group,4.04,352,2004,
6918,The Comparative Study of Political Elites,Marlo Morgan,4.04,352,2004,
6919,A Random Walk Down Wall Street,Marsha Collier,4.04,352,2004,
6920,A Random Walk Down Wall Street,Marsha Collier,4.04,352,2004,
6921,Identity Crisis,Marsha Collier,4.04,352,2004,
6922,Superman: Secret Identity,Marsha Collier,4.04,352,2004,
6923,The Dissociative Identity Disorder Sourcebook,Marshall McLuhan/Eric McLuhan/Frank Zingrone,4.04,352,2004,
6924,Double Identity,Marshall McLuhan/Quentin Fiore/Jerome Agel,4.04,352,2004,
6925,Identity,Marshall McLuhan/W. Terrence Gordon/Philip B. Meggs,4.04,352,2004,
6926,Slowness,Marshall Sahlins,4.04,352,2004,
6927,Laughable Loves,Marshall Sahlins,4.04,352,2004,
6928,Learned Optimism: How to Change Your Mind and Your Life,Marshall Sahlins,4.04,352,2004,
6929,Homer Price,Marshall Sahlins,4.04,352,2004,
6930,The Classical World: An Epic History from Homer to Hadrian,Marta Acosta,4.04,352,2004,
6931,The Children's Homer: The Adventures of Odysseus and the Tale of Troy,Marta Acosta,4.04,352,2004,
6932,The Coalwood Way: A Memoir  (Coalwood  #2),Martha Grimes,4.04,352,2004,
6933,Man's Search for Meaning,Martha Grimes,4.04,352,2004,
6934,Man's Search for Meaning,Martha Grimes,4.04,352,2004,
6935,Good Grief: The Story of Charles M. Schulz,Martha Grimes,4.04,352,2004,
6936,Peanuts: The Art of Charles M. Schulz,Martha Grimes,4.04,352,2004,
6937,Autobiography of a Yogi,Martha Grimes,4.04,352,2004,
6938,To the Last Man: A Novel of the First World War,Martha Grimes,4.04,352,2004,
6939,African Nights,Martha Grimes,4.04,352,2004,
6940,Angels & Demons (Robert Langdon  #1),Martha Hailey DuBose/Frances Hodgson Burnett/Lucy Corvino/Arthur Pober,4.04,352,2004,
6941,Letters of St. Augustine,Martha Heineman Pieper/William J. Pieper,4.04,352,2004,
6942,Love and Saint Augustine,Marthe Le Van/Robert W. Ebendorf/Lark Books,4.04,352,2004,
6943,Healthy Cooking for IBS: 100 Delicious Recipes to Keep You Symptom-Free,Martin  Gilbert,4.04,352,2004,
6944,Me vs. Me,Martin  Gilbert,4.04,352,2004,
6945,Spells & Sleeping Bags (Magic in Manhattan  #3),Martin Amis,4.04,352,2004,
6946,Bras & Broomsticks (Magic in Manhattan  #1),Martin Amis,4.04,352,2004,
6947,Monkey Business,Martin Amis,4.04,352,2004,
6948,Frogs & French Kisses (Magic in Manhattan  #2),Martin Amis,4.04,352,2004,
6949,Big Anthony and the Magic Ring,Martin Amis,4.04,352,2004,
6950,Patrick: Patron Saint of Ireland,Martin Amis,4.04,352,2004,
6951,The Rattle-Rat,Martin Amis,4.04,352,2004,
6952,Robert Van Gulik: His Life His Work,Martin Amis,4.04,352,2004,
6953,Revolutionary Girl Utena  Vol. 2: To Plant,Martin Amis,4.04,352,2004,
6954,Revolutionary Girl Utena  Vol. 3: To Sprout,Martin Amis,4.04,352,2004,
6955,Revolutionary Girl Utena  Vol. 4: To Bud,Martin Amis/Erroll McDonald,4.04,352,2004,
6956,Revolutionary Girl Utena  Vol. 5: To Blossom,Martin E.P. Seligman,4.04,352,2004,
6957,The Enneads,Martin E.P. Seligman,4.04,352,2004,
6958,Ennead IV (Plotinus IV),Martin Fowler/Kent Beck/Don Roberts/Erich Gamma,4.04,352,2004,
6959,Anaximander  Heraclitus  Parmenides  Plotinus  Lao-Tzu  Nagarjuna (from Great Philosophers 2),Martin Gardner,4.04,352,2004,
6960,The Cultural Cold War: The CIA and the World of Arts and Letters,Martin H. Greenberg/Brittiany A. Koren/Brian Stableford/Mickey Zucker Reichert/Fiona Patton/Jim C. Hines/Esther M. Friesner/Donald J. Bingle/Alan Dean Foster/Devon Monk/Phaedra M. Weldon/Christina F. York/Jana Paniccia/Josepha Sherman/Susan Sizemore/Michael Jasper/Janny Wurts/Lisanne Norman,4.04,352,2004,
6961,Trust Fund,Martin H. Greenberg/Daniel Stashower,4.04,352,2004,
6962,The Chairman (Christian Gillette  #1),Martin H. Greenberg/Jack Nimersheim/Jane Yolen/Jack C. Haldeman II/Harry Turtledove/Laura Resnick/Mike Resnick/Karen Haber/Jane Lindskold/Lawrence Schimel/Barry N. Malzberg/Tanya Huff/Michelle Sagara West/Mark Aronson/Stefan R. Dziemianowicz/Jennifer Roberson/Kristine Kathryn Rusch/Elizabeth Ann Scarborough/Barbara Delaplace/Barb Jernigan/Blake Cahoon,4.04,352,2004,
6963,The Mystery of the Ancient Pyramid: Cairo  Egypt (Around the World in 80 Mysteries),Martin Heidegger/Albert Hofstadter,4.04,352,2004,
6964,The Mystery in the Rocky Mountains,Martin Heidegger/Kenneth Maly/Parvis Emad,4.04,352,2004,
6965,The Mystery on the Mighty Mississippi,Martin Luther King Jr./Clayborne Carson,4.04,352,2004,
6966,Medal of Honor: Rising Sun (Prima's Official Strategy Guide),Martin Millar/Neil Gaiman,4.04,352,2004,
6967,The Elder Scrolls IV: Oblivion -- Revised & Expanded (Xbox360  PC) (Prima Official Game Guide),Martin S. Fridson/Charles Mackay/Joseph de La Vega,4.04,352,2004,
6968,Social Intelligence: The New Science of Human Relationships,Martin Woodside/Jamel Akib/Arthur Pober/Jonathan Swift,4.04,352,2004,
6969,The Power of Truth: A Leading with Emotional Intelligence Conversation with Warren Bennis,Martine Agassi/Marieka Heinlen,4.04,352,2004,
6970,Emotional Intelligence: Why It Can Matter More Than IQ,Marvin Kaye,4.04,352,2004,
6971,Healing Emotions: Conversations with the Dalai Lama on Mindfulness  Emotions  and Health,Marvin Kaye/Michael Swanwick/Orson Scott Card/Mercedes Lackey/Tanith Lee/Elizabeth Moon,4.04,352,2004,
6972,The MacMillan Bible Atlas,Marvin N. Olasky/John R. Perry,4.04,352,2004,
6973,Paris 1919: Six Months that Changed the World,Mary  Pacios,4.04,352,2004,
6974,Scripta Minora: Hiero/Agesilaus/Constitution of the Lacedaemonians/Ways & Means/Cavalry Commander/Art of Horsemanship/On Hunting/Constitution of the Athenians,Mary  Stewart,4.04,352,2004,
6975,Primary English: Knowledge and Understanding,Mary  Stewart,4.04,352,2004,
6976,The Philosophy of Hegel,Mary  Stewart,4.04,352,2004,
6977,Wissenschaft der Logik: Die Lehre Vom Begriff (1816),Mary  Stewart,4.04,352,2004,
6978,Existentialism from Dostoevsky to Sartre,Mary  Stewart,4.04,352,2004,
6979,Anti-Semite and Jew: An Exploration of the Etiology of Hate,Mary  Stewart,4.04,352,2004,
6980,CSS: The Definitive Guide,Mary  Stewart,4.04,352,2004,
6981,Fullmetal Alchemist  Vol. 14 (Fullmetal Alchemist  #14),Mary  Stewart,4.04,352,2004,
6982,Fullmetal Alchemist: The Abducted Alchemist (Fullmetal Alchemist  #2),Mary  Stewart/Sandra Brown,4.04,352,2004,
6983,Fullmetal Alchemist  Vol. 12 (Fullmetal Alchemist  #12),Mary Alice Monroe,4.04,352,2004,
6984,Programming in C,Mary Anna Evans,4.04,352,2004,
6985,Java: An Introduction to Problem Solving and Programming,Mary Ashworth/H. Patricia Wakefield,4.04,352,2004,
6986,Absolute C++,Mary B. Collins,4.04,352,2004,
6987,The Odyssey,Mary B. Collins,4.04,352,2004,
6988,The Odyssey (New Translations from Antiquity),Mary B. Morrison,4.04,352,2004,
6989,Bulfinch's Mythology,Mary Balogh,4.05,352,2004,
6990,Teaching Reading Comprehension to Students with Learning Difficulties,Mary Balogh,4.05,352,2004,
6991,Seven Gothic Tales,Mary Burton,4.05,352,2004,
6992,Last Tales,Mary Daly,4.05,352,2004,
6993,Isak Dinesen: The Life of a Storyteller,Mary Doria Russell,4.05,352,2004,
6994,Out of Africa / Shadows on the Grass,Mary Doria Russell,4.05,352,2004,
6995,Letters from Africa  1914-1931,Mary Doria Russell,4.05,352,2004,
6996,Witness,Mary Downing Hahn,4.05,352,2004,
6997,The Cats In Krasinski Square,Mary Ellen Snodgrass,4.05,352,2004,
6998,The Music of Dolphins,Mary Engelbreit/Leonard S. Marcus,4.05,352,2004,
6999,Verbatim: From the bawdy to the sublime  the best writing on language for word lovers  grammar mavens  and armchair linguists,Mary Gaitskill,4.05,352,2004,
7000,Sisters,Mary Gordon,4.05,352,2004,
7001,The Long Road Home,Mary Higgins Clark,4.05,352,2004,
7002,Three Plays of Euripides: Alcestis/Medea/The Bacchae,Mary Higgins Clark,4.05,352,2004,
7003,Leadership Challenge,Mary Higgins Clark,4.05,352,2004,
7004,The Kestrel (Westmark  #2),Mary Higgins Clark,4.05,352,2004,
7005,The God in the Moon (Age of Conan: Hyborian Adventures: A Soldier's Quest  #1),Mary Higgins Clark,4.05,352,2004,
7006,Firedrake (Dragonrealm #1),Mary Higgins Clark,4.05,352,2004,
7007,Night of Blood (Dragonlance: The Minotaur Wars  #1),Mary Higgins Clark,4.05,352,2004,
7008,The Eye of Charon (Age of Conan: Hyborian Adventures: A Soldier's Quest  #2),Mary Higgins Clark,4.05,352,2004,
7009,Children of the Drake (Dragonrealm: Origins  #2),Mary Higgins Clark,4.05,352,2004,
7010,Sleeping Beauty Trilogy (Sleeping Beauty  #1-3),Mary Higgins Clark,4.05,352,2004,
7011,Beauty's Punishment,Mary Higgins Clark,4.05,352,2004,
7012,The Land of the Dead (Tales from the Odyssey  #2),Mary Higgins Clark,4.05,352,2004,
7013,The One-Eyed Giant (Tales from the Odyssey  #1),Mary Higgins Clark/Angela Zeman/Noreen Ayres/Sally Cabot Gunning/Joseph Hansen/Sarah Shankman/Nancy Pickard/Eleanor Taylor Bland/Brendan DuBois/Edward D. Hoch/Loren D. Estleman,4.05,352,2004,
7014,Tsunamis and Other Natural Disasters (Magic Tree House Research Guide  #15),Mary Higgins Clark/Carol Higgins Clark,4.05,352,2004,
7015,The Final Battle (Tales from the Odyssey  #6),Mary Higgins Clark/Carol Higgins Clark,4.05,352,2004,
7016,Ancient Greece and the Olympics (Magic Tree House Research Guide  #10),Mary Higgins Clark/Carol Higgins Clark,4.05,352,2004,
7017,Ancient Rome and Pompeii (Magic Tree House Research Guide  #14),Mary Higgins Clark/Carol Higgins Clark,4.05,352,2004,
7018,Haunted Castle on Hallows Eve (Magic Tree House #30),Mary Higgins Clark/Jan Maxwell,4.05,352,2004,
7019,Earthquake in the Early Morning (Magic Tree House  #24),Mary Higgins Clark/Karin Dufner,4.05,352,2004,
7020,E.E. Cummings: Complete Poems 1904-1962 (Revised  Corrected  and Expanded Edition),Mary Higgins Clark/Wendell Minor,4.05,352,2004,
7021,Selected Poems,Mary Jane Maffini,4.05,352,2004,
7022,Tulips & Chimneys,Mary K. Baxter/T.L. Lowery,4.05,352,2004,
7023,Kokopelli: The Magic  Mirth  and Mischief of an Ancient Symbol,Mary Karr,4.05,352,2004,
7024,The Coal Tattoo,Mary Kay Andrews,4.05,352,2004,
7025,Clay's Quilt,Mary Lawson,4.05,352,2004,
7026,Things Pondered: From the Heart of a Lesser Woman,Mary M. Flekke/Sarah E. MacDonald/Randall M. MacDonald,4.05,352,2004,
7027,Scholastic Success with 4th Grade Workbook,Mary McBride,4.05,352,2004,
7028,The Punisher  Vol. 6: Confederacy of Dunces,Mary McCarthy,4.05,352,2004,
7029,Thunderbird Falls  (Walker Papers  #2),Mary Oliver,4.05,352,2004,
7030,Coyote Dreams (Walker Papers  #3),Mary O'Neill/John Wallner,4.05,352,2004,
7031,Savage Anamoly: The Power of Spinoza’s Metaphysics and Politics,Mary Pope Osborne/Homer/Troy Howell,4.05,352,2004,
7032,Time for Revolution,Mary Pope Osborne/Homer/Troy Howell,4.05,352,2004,
7033,The Philosophy of Antonio Negri  Volume One: Resistance in Practice,Mary Pope Osborne/Homer/Troy Howell,4.05,352,2004,
7034,Act of Treason (Mitch Rapp  #9),Mary Pope Osborne/Natalie Pope Boyce/Salvatore Murdocca,4.05,352,2004,
7035,Act of Treason (Mitch Rapp  #9),Mary Pope Osborne/Natalie Pope Boyce/Salvatore Murdocca,4.05,352,2004,
7036,Act of Treason (Mitch Rapp  #9),Mary Pope Osborne/Natalie Pope Boyce/Salvatore Murdocca,4.05,352,2004,
7037,President Dad  Volume 2,Mary Pope Osborne/Salvatore Murdocca,4.05,352,2004,
7038,Game of Shadows: Barry Bonds  BALCO  and the Steroids Scandal that Rocked Professional Sports,Mary Pope Osborne/Salvatore Murdocca,4.05,352,2004,
7039,Dark Water,Mary Pope Osborne/Salvatore Murdocca,4.05,352,2004,
7040,Dark Water's Embrace (Mictlan  #1),Mary Pope Osborne/Troy Howell,4.05,352,2004,
7041,In Dark Waters,Mary Pope Osborne/Troy Howell,4.05,352,2004,
7042,Oswald Chambers  Abandoned to God: The Life Story of the Author of My Utmost for His Highest,Mary Pope Osborne/Troy Howell/Homer,4.05,352,2004,
7043,Mandie and the Abandoned Mine (Mandie  #8),Mary Roach,4.05,352,2004,
7044,Abandoned Prayers: The Incredible True Story of Murder  Obsession and Amish Secrets,Mary Roach,4.05,352,2004,
7045,C++ Programmer's Notebook,Mary S. Lovell,4.05,352,2004,
7046,The Sibley Field Guide to Birds of Western North America,Mary S. Lovell,4.05,352,2004,
7047,The National Geographic Society: 100 Years of Adventure & Discovery,Mary Walton,4.05,352,2004,
7048,Park Profiles: Grand Canyon Country (Park Profiles),Mary Westmacott/Agatha Christie,4.05,352,2004,
7049,Canada's Incredible Coasts,Mary Wollstonecraft Shelley,4.05,352,2004,
7050,Shout Out Loud! 2,Mary Wollstonecraft Shelley,4.05,352,2004,
7051,Shout Out Loud! 5,Mary Wollstonecraft Shelley,4.05,352,2004,
7052,Can't Win With You 1,Mary Wollstonecraft Shelley/Anca Munteanu,4.05,352,2004,
7053,叫んでやるぜ! (1) (あすかコミックスCL-DX),Mary Wollstonecraft Shelley/J. Paul Hunter,4.05,352,2004,
7054,叫んでやるぜ! (2) (ASUKA COMICS CL-DX),Mary Wollstonecraft Shelley/Leonard Wolf/Christopher H. Bing,4.05,352,2004,
7055,Soups,Mary Wollstonecraft Shelley/Margaret Brantley,4.05,352,2004,
7056,Pies and Tarts,Mary Wollstonecraft Shelley/Susan J. Wolfson,4.05,352,2004,
7057,The Fate of Reason: German Philosophy from Kant to Fichte,Maryam Riess,4.05,352,2004,
7058,Michael's Golden Rules,MaryAnn F. Kohl/Kim Solga/Rebecca Van Slyke,4.05,352,2004,
7059,Confessions of an Actor,MaryJanice Davidson,4.05,352,2004,
7060,For Lust of Knowing: The Orientalists and Their Enemies,MaryJanice Davidson,4.05,352,2004,
7061,The Arabian Nightmare,MaryJanice Davidson/Susan Grant/P.C. Cast/Gena Showalter,4.05,352,2004,
7062,The Plot Against America,Masakazu Katsura,4.05,352,2004,
7063,Continental Drift,Masaki Yamada/Yuji Oniki/Carl Gustav Horn,4.05,352,2004,
7064,The Darling,Masaki Yamada/Yuji Oniki/Carl Gustav Horn/Daigo Shinma/Keita Saeki/Mamoru Oshii/Shinji Maki,4.05,352,2004,
7065,Affliction,Masamune Shirow,4.05,352,2004,
7066,Success Stories,Masamune Shirow,4.05,352,2004,
7067,Cloudsplitter,Masamune Shirow,4.05,352,2004,
7068,A Multitude of Sins,Matt Braun,4.05,352,2004,
7069,The Custom of the Country,Matt Braun,4.05,352,2004,
7070,Quicksand,Matt Christopher,4.05,352,2004,
7071,Their Eyes Were Watching God,Matt Christopher/Harvey Kidder,4.05,352,2004,
7072,Novels and Stories,Matt Keefe,4.05,352,2004,
7073,Plato on Knowledge and Reality,Matt Ridley,4.05,352,2004,
7074,A Companion to Plato's Republic,Matt Ridley,4.05,352,2004,
7075,Something Rotten (Thursday Next  #4),Matt Ridley/Jesse Cohen/Alan Lightman/Joseph D'Agnese,4.05,352,2004,
7076,Lost in a Good Book (Thursday Next  #2),Matt Riser/Martin Hsu,4.05,352,2004,
7077,The Well of Lost Plots (Thursday Next #3),Matt Wagner/Rich Rankin/Chris Pitzer/Diana Schutz,4.05,352,2004,
7078,First Among Sequels (Thursday Next  #5),Matthew Barber/Elizabeth von Arnim,4.05,353,2004,
7079,The Eyre Affair (Thursday Next  #1),Matthew Bortolin,4.05,353,2004,
7080,The Eyre Affair (Thursday Next  #1),Matthew J. Gibney,4.05,353,2004,
7081,Chop Shop (Bug Man  #2),Matthew Kneale,4.05,353,2004,
7082,Shoofly Pie (Bug Man  #1),Matthew Kneale,4.05,353,2004,
7083,RG Veda  Vol. 01,Matthew Pearl/Vicente Villacampa,4.05,353,2004,
7084,Augustine,Matthew Pearl/Vicente Villacampa,4.05,353,2004,
7085,The Church in Ancient Society: From Galilee to Gregory the Great (History of the Christian Church),Matthew Scully,4.05,353,2004,
7086,East and West: The Making of a Rift in the Church from Apostolic Times until the Council of Florence (History of the Christian Church),Matthew Woodring Stover/George Lucas,4.05,353,2004,
7087,Satan in Goray,Maud Hart Lovelace/Lois Lenski,4.05,354,2004,
7088,Lights Out,Maud Hart Lovelace/Lois Lenski,4.05,354,2004,
7089,Behind the Curtain (Echo Falls  #2),Maud Hart Lovelace/Lois Lenski,4.05,354,2004,
7090,Red Message,Maud Hart Lovelace/Lois Lenski,4.05,354,2004,
7091,Her Smoke Rose Up Forever,Maud Hart Lovelace/Rhoda R. Gilman,4.05,354,2004,
7092,The Starry Rift,Maud Hart Lovelace/Vera Neville,4.05,354,2004,
7093,Teaching to Transgress: Education as the Practice of Freedom,Maud Hart Lovelace/Vera Neville,4.05,354,2004,
7094,Desde mi cielo,Maud Hart Lovelace/Vera Neville,4.05,354,2004,
7095,The Roman Empire,Maud Hart Lovelace/Vera Neville,4.05,354,2004,
7096,Bitter Is the New Black: Confessions of a Condescending  Egomaniacal  Self-Centered Smartass  Or  Why You Should Never Carry A Prada Bag to the Unemployment Office,Maud Hart Lovelace/Vera Neville,4.05,354,2004,
7097,Economics,Maureen Child,4.05,354,2004,
7098,Development  Geography  and Economic Theory,Maureen Johnson,4.05,354,2004,
7099,Pop Internationalism,Maureen Johnson,4.05,354,2004,
7100,An Unquiet Grave (Louis Kincaid  #7),Maureen Kelly/CliffsNotes/William Golding,4.05,355,2004,
7101,Island Of Bones (Louis Kincaid  #5),Maurice Merleau-Ponty/Colin Smith,4.05,355,2004,
7102,Dead Of Winter (Louis Kincaid  #2),Maurice Sendak,4.05,355,2004,
7103,Thicker Than Water (Louis Kincaid  #4),Maurice Sendak,4.05,355,2004,
7104,Teleportation: From Star Trek to Tesla,Mavis Applewater,4.05,355,2004,
7105,Pictures Showing What Happens on Each Page of Thomas Pynchon's Novel Gravity's Rainbow,Max Allan Collins,4.05,355,2004,
7106,Sailing the Wine-Dark Sea: Why the Greeks Matter,Max Allan Collins,4.05,355,2004,
7107,The Gospel According to Luke,Max Allan Collins,4.05,355,2004,
7108,The Third Policeman,Max Allan Collins,4.05,355,2004,
7109,The Landmark Thucydides: A Comprehensive Guide to the Peloponnesian War,Max Allan Collins,4.05,355,2004,
7110,Six Haunted Hairdos (The Hamlet Chronicles  #2),Max Allan Collins,4.05,355,2004,
7111,Dancing in the Flames: The Dark Goddess in the Transformation of Consciousness,Max Allan Collins/José Luis García-López/Steve Lieber/Josef Rubinstein/Rob Leigh/Bob Lappan,4.05,355,2004,
7112,The Complete Book of Home  Site and Office Security: Selecting  Installing and Troubleshooting Systems and Devices,Max Allan Collins/Mike Flaherty,4.05,355,2004,
7113,Pope Joan,Max Allan Collins/Steve Lieber/Josef Rubinstein/Rob Leigh/José Luis García-López/Bob Lappan,4.05,356,2004,
7114,Pope Joan: Translated & Adapted from the Greek,Max Allan Collins/Terry Beatty,4.05,356,2004,
7115,Glass Houses (The Morganville Vampires  #1),Max Barry,4.05,356,2004,
7116,The Glass House (Captain Lacey  #3),Max Barry,4.05,356,2004,
7117,Glass House,Max Barry,4.05,356,2004,
7118,The Echo of Greece,Max Beerbohm,4.05,356,2004,
7119,Three Greek Plays: Prometheus Bound/Agamemnon/The Trojan Women,Max Brooks,4.05,356,2004,
7120,The Analects,Max Eilenberg/Angela Barrett,4.05,356,2004,
7121,The Twentieth Wife (Taj Mahal Trilogy  #1),Max Frisch,4.05,356,2004,
7122,La Emperatriz tras el velo (Trilogía Taj Mahal  #1),Max Frisch,4.05,356,2004,
7123,A History of God: The 4 000-Year Quest of Judaism  Christianity  and Islam,Max Lucado,4.05,356,2004,
7124,Buddha,Maxim Gorky/Avrahm Yarmolinsky/Moura Budberg,4.05,356,2004,
7125,Islam: A Short History,Maxine Hong Kingston,4.05,356,2004,
7126,The Spiral Staircase: My Climb Out of Darkness,Maxine Swann,4.05,356,2004,
7127,The Battle for God: A History of Fundamentalism,Maxwell Mackenzie,4.05,356,2004,
7128,Muhammad: A Biography of the Prophet,Maya Angelou,4.05,356,2004,
7129,The Analects of Confucius: A Philosophical Translation,Maya Angelou,4.05,356,2004,
7130,Analects,Maya Angelou,4.05,356,2004,
7131,Hiroshima,Maya Angelou,4.05,356,2004,
7132,The Wall,Maya Angelou,4.05,356,2004,
7133,Silent Spring,Maya Angelou/Jean-Michel Basquiat/Sara Jane Boyers,4.05,356,2004,
7134,The House of Life: Rachel Carson at Work,Maya Angelou/Linda Sunshine/Diego Rivera,4.05,356,2004,
7135,Under the Sea Wind (Nature Classic),Maya Gold,4.05,357,2004,
7136,Black Meets White,Mayu Shinjō,4.05,357,2004,
7137,Back Bay (Peter Fallon  #1),Mayu Shinjō,4.05,357,2004,
7138,Letters from the Bay of Islands: The Story of Marianne Williams,Mayu Shinjō,4.05,357,2004,
7139,"Since ""Silent Spring""",McDougal Littell/Douglas W. Carnine,4.05,357,2004,
7140,A Civil Action,Meg Cabot,4.05,357,2004,
7141,The Lost Painting,Meg Cabot,4.05,357,2004,
7142,The Lost Painting,Meg Cabot,4.05,357,2004,
7143,Gideon's Trumpet: How One Man  a Poor Prisoner  Took His Case to the Supreme Court-And Changed the Law of the United States,Meg Cabot,4.05,357,2004,
7144,The Library of Greek Mythology,Meg Cabot,4.05,357,2004,
7145,The Library 1  Books 1-3.9,Meg Cabot,4.05,357,2004,
7146,The Library of Apollodorus: Gods and Heroes of the Greeks,Meg Cabot,4.05,357,2004,
7147,Apollodorus' Library and Hyginus' Myths: Two Handbooks of Greek Mythology,Meg Cabot,4.05,357,2004,
